Seria pomiarowa: 0
Godzina poczatkowa: 6:00, Godzina koncowa: 20:00
Dzielnik, Panel, Temperatura, Czas [s]
3183,3.30,10.06,23.37
3184,4.52,13.79,23.37
3185,1.52,4.62,23.37
3186,2.79,8.51,23.37
3187,1.94,5.92,23.37
3188,4.50,13.73,23.37
3189,2.79,8.50,23.37
3190,2.75,8.38,23.37
3191,2.92,8.90,23.37
3192,3.38,10.30,23.37
3193,3.77,11.49,23.37
3194,2.59,7.90,23.37
3195,2.86,8.74,23.37
3196,3.00,9.15,23.37
3197,3.34,10.20,23.37
3198,4.84,14.77,23.37
3199,3.62,11.03,23.37
3200,2.83,8.65,23.37
3201,1.65,5.04,23.37
3202,3.70,11.27,23.37
3203,1.47,4.47,23.37
3204,3.48,10.63,23.37
3205,4.85,14.79,23.37
3206,2.94,8.96,23.37
3207,2.43,7.42,23.37
3208,4.16,12.70,23.37
3209,3.26,9.94,23.37
3210,4.68,14.27,23.37
3211,1.49,4.55,23.37
3212,3.33,10.17,23.37
3213,4.17,12.72,23.37
3214,1.56,4.76,23.37
3215,2.26,6.90,23.37
3216,2.75,8.39,23.37
3217,2.61,7.98,23.37
3218,2.77,8.45,23.37
3219,2.72,8.29,23.37
3220,1.80,5.50,23.37
3221,4.00,12.21,23.37
3222,1.05,3.21,23.37
3223,3.18,9.69,23.37
3224,1.34,4.08,23.37
3225,3.87,11.81,23.37
3226,4.03,12.30,23.37
3227,3.73,11.39,23.37
3228,4.44,13.55,23.37
3229,1.56,4.77,23.37
3230,2.74,8.36,23.37
3231,2.95,8.99,23.37
3232,2.28,6.96,23.37
3233,1.78,5.43,23.37
3234,1.88,5.74,23.37
3235,4.11,12.54,23.37
3236,4.10,12.49,23.37
3237,2.45,7.47,23.37
3238,2.33,7.11,23.37
3239,2.60,7.92,23.37
3240,2.08,6.35,23.37
3241,2.65,8.08,23.37
3242,1.89,5.75,23.37
3243,4.57,13.92,23.37
3244,2.84,8.66,23.37
3245,3.26,9.94,23.37
3246,3.62,11.05,23.37
3247,1.82,5.56,23.37
3248,1.74,5.31,23.37
3249,1.52,4.64,23.37
3250,1.80,5.50,23.37
3251,2.80,8.53,23.37
3252,2.83,8.62,23.37
3253,3.23,9.85,23.37
3254,2.81,8.57,23.37
3255,3.52,10.75,23.37
3256,3.01,9.18,23.37
3257,2.76,8.42,23.37
3258,3.26,9.96,23.37
3259,3.38,10.32,23.37
3260,1.81,5.53,23.37
3261,2.20,6.71,23.37
3262,3.49,10.64,23.37
3263,2.28,6.96,23.37
3264,2.86,8.72,23.37
3265,2.79,8.50,23.31
3266,4.09,12.48,23.37
3267,2.18,6.65,23.37
3268,3.44,10.49,23.37
3269,2.79,8.51,23.31
3270,4.09,12.48,23.37
3271,3.46,10.54,23.31
3272,2.80,8.53,23.31
3273,1.43,4.37,23.37
3274,1.65,5.04,23.37
3275,3.20,9.75,23.31
3276,2.76,8.42,23.31
3277,2.79,8.50,23.31
3278,3.15,9.62,23.31
3279,1.74,5.31,23.31
3280,2.49,7.60,23.31
3281,2.22,6.78,23.31
3282,3.32,10.12,23.31
3283,4.26,12.98,23.31
3284,2.37,7.22,23.31
3285,3.57,10.88,23.31
3286,3.38,10.30,23.31
3287,4.63,14.12,23.31
3288,3.80,11.58,23.31
3289,2.27,6.93,23.31
3290,2.17,6.60,23.31
3291,3.14,9.59,23.31
3292,3.42,10.42,23.31
3293,3.96,12.09,23.31
3294,2.83,8.62,23.31
3295,1.16,3.53,23.31
3296,1.29,3.94,23.31
3297,2.86,8.72,23.31
3298,2.02,6.16,23.31
3299,3.54,10.81,23.31
3300,2.11,6.44,23.31
3301,2.83,8.62,23.31
3302,2.74,8.35,23.31
3303,2.55,7.77,23.31
3304,3.31,10.11,23.31
3305,2.46,7.50,23.31
3306,3.71,11.31,23.31
3307,3.18,9.70,23.31
3308,2.32,7.08,23.31
3309,4.02,12.25,23.31
3310,1.86,5.68,23.31
3311,4.31,13.15,23.31
3312,2.16,6.57,23.31
3313,3.15,9.60,23.31
3314,2.82,8.60,23.31
3315,2.69,8.21,23.31
3316,2.71,8.27,23.31
3317,2.83,8.63,23.31
3318,2.70,8.24,23.31
3319,2.63,8.03,23.31
3320,2.85,8.69,23.31
3321,2.81,8.57,23.31
3322,2.54,7.75,23.31
3323,3.47,10.57,23.31
3324,2.70,8.23,23.31
3325,4.49,13.68,23.31
3326,3.27,9.97,23.31
3327,2.00,6.10,23.31
3328,3.25,9.90,23.31
3329,2.71,8.26,23.31
3330,3.54,10.81,23.31
3331,2.77,8.44,23.31
3332,3.62,11.03,23.31
3333,3.55,10.82,23.31
3334,2.80,8.54,23.31
3335,2.73,8.33,23.31
3336,3.14,9.57,23.31
3337,2.71,8.27,23.25
3338,2.83,8.63,23.31
3339,2.76,8.41,23.31
3340,2.74,8.36,23.31
3341,3.30,10.06,23.25
3342,4.92,15.01,23.31
3343,2.19,6.68,23.31
3344,4.44,13.54,23.31
3345,3.57,10.90,23.31
3346,0.82,2.49,23.31
3347,1.39,4.25,23.31
3348,2.05,6.25,23.31
3349,0.89,2.71,23.31
3350,2.36,7.19,23.31
3351,3.27,9.97,23.31
3352,0.96,2.92,23.31
3353,1.69,5.14,23.31
3354,2.60,7.92,23.31
3355,1.71,5.20,23.25
3356,3.62,11.05,23.25
3357,1.39,4.23,23.31
3358,1.53,4.67,23.25
3359,3.40,10.36,23.25
3360,2.01,6.14,23.31
3361,1.96,5.98,23.25
3362,1.51,4.59,23.25
3363,2.73,8.32,23.25
3364,4.88,14.88,23.25
3365,2.87,8.77,23.25
3366,2.85,8.71,23.25
3367,2.75,8.38,23.25
3368,2.99,9.11,23.25
3369,4.88,14.88,23.25
3370,3.31,10.09,23.25
3371,2.46,7.51,23.25
3372,2.55,7.78,23.25
3373,3.70,11.27,23.25
3374,1.29,3.92,23.25
3375,3.32,10.14,23.25
3376,1.42,4.34,23.25
3377,1.72,5.25,23.25
3378,3.61,11.00,23.25
3379,1.96,5.99,23.25
3380,3.96,12.07,23.25
3381,4.58,13.97,23.25
3382,2.76,8.41,23.25
3383,3.63,11.06,23.25
3384,2.90,8.84,23.25
3385,2.51,7.65,23.25
3386,3.16,9.64,23.25
3387,1.97,6.02,23.25
3388,3.57,10.90,23.25
3389,3.67,11.20,23.25
3390,0.97,2.95,23.25
3391,1.49,4.55,23.25
3392,2.80,8.54,23.25
3393,2.17,6.63,23.25
3394,1.76,5.37,23.25
3395,3.17,9.67,23.25
3396,3.68,11.21,23.25
3397,3.27,9.97,23.25
3398,1.29,3.92,23.25
3399,3.46,10.54,23.25
3400,2.81,8.56,23.25
3401,3.48,10.60,23.25
3402,3.70,11.30,23.25
3403,3.26,9.93,23.25
3404,3.61,11.00,23.25
3405,2.72,8.30,23.25
3406,2.47,7.53,23.25
3407,2.48,7.56,23.25
3408,2.78,8.47,23.25
3409,4.55,13.86,23.25
3410,3.02,9.20,23.25
3411,2.78,8.48,23.25
3412,3.49,10.66,23.25
3413,2.63,8.02,23.25
3414,2.74,8.35,23.25
3415,2.68,8.18,23.25
3416,2.84,8.66,23.25
3417,2.05,6.25,23.25
3418,2.46,7.50,23.25
3419,1.93,5.89,23.25
3420,2.91,8.88,23.25
3421,1.63,4.96,23.25
3422,3.20,9.75,23.25
3423,1.37,4.17,23.25
3424,1.39,4.25,23.25
3425,2.44,7.44,23.25
3426,2.84,8.66,23.25
3427,2.78,8.47,23.25
3428,3.59,10.96,23.25
3429,3.55,10.84,23.25
3430,2.74,8.36,23.25
3431,3.77,11.51,23.25
3432,2.45,7.48,23.25
3433,0.97,2.97,23.25
3434,3.76,11.46,23.19
3435,0.98,3.00,23.19
3436,3.18,9.70,23.25
3437,2.13,6.50,23.19
3438,4.30,13.12,23.19
3439,1.44,4.40,23.19
3440,2.69,8.20,23.19
3441,2.80,8.53,23.19
3442,2.69,8.21,23.19
3443,3.76,11.48,23.19
3444,2.82,8.59,23.19
3445,2.87,8.77,23.19
3446,2.82,8.60,23.19
3447,2.38,7.26,23.19
3448,2.71,8.26,23.19
3449,2.70,8.23,23.19
3450,2.67,8.14,23.19
3451,3.17,9.66,23.19
3452,2.70,8.24,23.19
3453,1.64,4.99,23.19
3454,1.90,5.78,23.19
3455,2.80,8.53,23.19
3456,3.10,9.47,23.19
3457,2.93,8.94,23.19
3458,1.78,5.43,23.19
3459,1.79,5.47,23.19
3460,4.38,13.37,23.19
3461,3.89,11.85,23.19
3462,3.76,11.46,23.19
3463,3.94,12.02,23.19
3464,2.44,7.45,23.19
3465,2.74,8.35,23.19
3466,3.91,11.93,23.19
3467,2.52,7.68,23.19
3468,1.30,3.98,23.19
3469,2.24,6.84,23.19
3470,1.92,5.84,23.19
3471,1.73,5.26,23.19
3472,4.47,13.63,23.19
3473,3.61,11.00,23.19
3474,3.71,11.33,23.19
3475,3.17,9.67,23.19
3476,2.88,8.80,23.19
3477,2.37,7.22,23.19
3478,2.59,7.89,23.19
3479,2.64,8.06,23.19
3480,1.68,5.11,23.19
3481,2.07,6.32,23.19
3482,1.24,3.77,23.19
3483,1.79,5.47,23.19
3484,3.59,10.96,23.19
3485,1.36,4.16,23.19
3486,3.81,11.61,23.19
3487,1.14,3.47,23.19
3488,1.53,4.68,23.19
3489,3.60,10.97,23.19
3490,1.81,5.53,23.19
3491,3.61,11.00,23.19
3492,2.73,8.33,23.19
3493,0.89,2.73,23.19
3494,2.69,8.20,23.19
3495,3.90,11.90,23.19
3496,1.51,4.59,23.19
3497,3.54,10.79,23.12
3498,3.84,11.72,23.19
3499,2.71,8.27,23.12
3500,2.77,8.45,23.19
3501,2.63,8.03,23.19
3502,2.00,6.10,23.19
3503,2.91,8.87,23.12
3504,2.69,8.21,23.19
3505,3.46,10.55,23.19
3506,1.96,5.98,23.19
3507,1.69,5.14,23.19
3508,1.37,4.17,23.19
3509,3.09,9.44,23.19
3510,3.25,9.91,23.19
3511,2.23,6.81,23.12
3512,3.33,10.15,23.19
3513,2.59,7.89,23.12
3514,3.04,9.26,23.19
3515,3.70,11.30,23.12
3516,1.57,4.80,23.12
3517,2.97,9.06,23.12
3518,1.84,5.62,23.12
3519,0.94,2.88,23.12
3520,1.94,5.92,23.19
3521,2.66,8.11,23.12
3522,1.91,5.81,23.12
3523,2.51,7.65,23.12
3524,2.88,8.80,23.12
3525,3.45,10.51,23.12
3526,2.85,8.69,23.12
3527,4.72,14.40,23.12
3528,1.61,4.92,23.12
3529,2.86,8.72,23.12
3530,3.16,9.64,23.12
3531,1.75,5.35,23.12
3532,3.97,12.10,23.12
3533,2.71,8.26,23.12
3534,2.74,8.35,23.12
3535,2.74,8.35,23.12
3536,2.44,7.44,23.12
3537,2.07,6.32,23.12
3538,2.66,8.12,23.12
3539,3.76,11.48,23.12
3540,2.75,8.38,23.12
3541,2.32,7.08,23.12
3542,2.93,8.93,23.12
3543,4.72,14.40,23.12
3544,2.74,8.35,23.12
3545,2.74,8.36,23.12
3546,2.90,8.85,23.12
3547,2.59,7.89,23.12
3548,2.89,8.83,23.12
3549,2.74,8.35,23.12
3550,3.09,9.44,23.12
3551,2.93,8.93,23.12
3552,1.18,3.59,23.12
3553,2.80,8.53,23.12
3554,4.64,14.16,23.12
3555,2.54,7.74,23.12
3556,1.27,3.88,23.12
3557,2.03,6.20,23.12
3558,3.26,9.96,23.12
3559,2.12,6.47,23.12
3560,2.38,7.24,23.12
3561,4.08,12.45,23.12
3562,2.70,8.24,23.12
3563,3.94,12.02,23.12
3564,1.97,6.01,23.12
3565,1.51,4.61,23.12
3566,1.69,5.14,23.12
3567,2.94,8.96,23.12
3568,3.10,9.45,23.12
3569,2.79,8.51,23.12
3570,2.74,8.35,23.12
3571,4.04,12.33,23.12
3572,1.06,3.23,23.12
3573,1.70,5.19,23.12
3574,2.34,7.14,23.12
3575,1.45,4.41,23.12
3576,4.75,14.47,23.06
3577,2.07,6.32,23.12
3578,2.72,8.29,23.12
3579,2.07,6.32,23.12
3580,3.76,11.46,23.12
3581,2.73,8.32,23.06
3582,1.09,3.34,23.12
3583,3.53,10.78,23.06
3584,2.35,7.16,23.06
3585,2.75,8.38,23.06
3586,2.62,8.01,23.06
3587,1.76,5.37,23.06
3588,3.85,11.73,23.06
3589,2.03,6.20,23.06
3590,3.46,10.54,23.06
3591,1.06,3.23,23.06
3592,2.39,7.27,23.06
3593,2.74,8.35,23.06
3594,0.95,2.91,23.06
3595,2.56,7.81,23.06
3596,2.77,8.45,23.06
3597,2.93,8.94,23.06
3598,1.86,5.68,23.06
3599,3.79,11.55,23.06
3600,1.90,5.80,23.06
3601,2.72,8.30,23.06
3602,1.95,5.93,23.06
3603,4.36,13.31,23.06
3604,3.22,9.81,23.06
3605,4.23,12.91,23.06
3606,3.74,11.42,23.06
3607,1.09,3.34,23.06
3608,3.27,9.99,23.06
3609,2.67,8.14,23.06
3610,2.25,6.87,23.06
3611,2.61,7.98,23.06
3612,4.07,12.42,23.06
3613,0.90,2.74,23.06
3614,3.75,11.45,23.06
3615,2.60,7.93,23.06
3616,4.60,14.04,23.06
3617,1.95,5.93,23.06
3618,3.17,9.67,23.06
3619,4.76,14.52,23.06
3620,2.67,8.14,23.06
3621,2.94,8.97,23.06
3622,3.12,9.53,23.06
3623,2.84,8.66,23.06
3624,2.60,7.93,23.06
3625,5.00,15.25,23.06
3626,2.63,8.02,23.06
3627,2.47,7.53,23.06
3628,1.52,4.62,23.06
3629,2.71,8.26,23.06
3630,1.37,4.17,23.06
3631,1.05,3.19,23.06
3632,2.64,8.05,23.06
3633,1.53,4.67,23.06
3634,2.43,7.41,23.06
3635,4.13,12.61,23.06
3636,2.17,6.62,23.06
3637,4.28,13.06,23.06
3638,2.59,7.90,23.06
3639,2.83,8.62,23.06
3640,1.10,3.37,23.06
3641,1.12,3.43,23.06
3642,2.66,8.11,23.06
3643,2.23,6.81,23.06
3644,3.02,9.21,23.06
3645,4.42,13.48,23.06
3646,4.42,13.48,23.06
3647,3.03,9.24,23.06
3648,1.76,5.37,23.06
3649,2.61,7.96,23.06
3650,1.28,3.91,23.00
3651,2.59,7.89,23.00
3652,2.59,7.90,23.00
3653,3.89,11.85,23.06
3654,4.68,14.27,23.00
3655,1.52,4.64,23.00
3656,2.19,6.68,23.00
3657,2.70,8.23,23.06
3658,2.61,7.96,23.00
3659,2.62,7.99,23.00
3660,2.65,8.08,23.00
3661,1.67,5.08,23.00
3662,2.57,7.84,23.00
3663,2.66,8.11,23.00
3664,2.69,8.20,23.00
3665,1.47,4.49,23.00
3666,1.48,4.52,23.00
3667,3.51,10.72,23.00
3668,2.54,7.74,23.00
3669,2.38,7.26,23.00
3670,1.21,3.68,23.00
3671,1.60,4.87,23.00
3672,1.40,4.28,23.00
3673,1.87,5.69,23.00
3674,4.97,15.15,23.00
3675,3.59,10.96,23.00
3676,2.58,7.86,23.00
3677,3.71,11.31,23.00
3678,4.50,13.71,23.00
3679,4.28,13.06,23.00
3680,3.44,10.48,23.00
3681,3.55,10.84,23.00
3682,4.05,12.36,23.00
3683,2.87,8.77,23.00
3684,1.39,4.23,23.00
3685,2.62,8.01,23.00
3686,2.67,8.15,23.00
3687,2.80,8.54,23.00
3688,1.25,3.82,23.00
3689,1.00,3.04,23.00
3690,3.15,9.60,23.00
3691,3.64,11.09,23.00
3692,4.80,14.65,23.00
3693,2.37,7.22,23.00
3694,4.25,12.97,23.00
3695,3.93,11.99,23.00
3696,1.58,4.82,23.00
3697,1.48,4.52,23.00
3698,4.26,12.98,23.00
3699,1.28,3.89,22.94
3700,2.67,8.15,22.94
3701,2.74,8.36,23.00
3702,2.00,6.10,23.00
3703,4.36,13.30,22.94
3704,2.39,7.29,22.94
3705,2.14,6.51,22.94
3706,2.53,7.71,22.94
3707,1.58,4.82,22.94
3708,4.56,13.89,23.00
3709,1.43,4.35,22.94
3710,1.84,5.62,22.94
3711,4.10,12.49,22.94
3712,2.84,8.66,22.94
3713,3.56,10.87,22.94
3714,1.30,3.98,23.00
3715,2.07,6.32,22.94
3716,3.97,12.10,22.94
3717,2.60,7.92,22.94
3718,3.87,11.81,22.94
3719,1.62,4.93,22.94
3720,2.05,6.25,22.94
3721,1.26,3.85,22.94
3722,2.32,7.08,22.94
3723,3.53,10.78,22.94
3724,3.26,9.94,22.94
3725,4.76,14.50,22.94
3726,2.59,7.90,22.94
3727,1.72,5.25,22.94
3728,1.21,3.70,22.94
3729,3.82,11.64,22.94
3730,1.89,5.77,22.94
3731,1.41,4.31,22.94
3732,3.59,10.96,22.94
3733,3.62,11.03,22.94
3734,3.17,9.66,22.94
3735,2.63,8.03,22.94
3736,2.37,7.22,22.94
3737,2.52,7.68,22.94
3738,2.42,7.38,22.94
3739,4.12,12.57,22.94
3740,3.52,10.73,22.94
3741,2.29,6.98,22.94
3742,1.65,5.04,22.94
3743,2.29,6.98,22.94
3744,1.00,3.06,22.94
3745,2.53,7.71,22.94
3746,2.12,6.45,22.94
3747,2.52,7.69,22.94
3748,1.60,4.89,22.94
3749,2.06,6.28,22.94
3750,3.03,9.24,22.94
3751,2.90,8.84,22.94
3752,4.27,13.01,22.94
3753,1.52,4.65,22.94
3754,2.68,8.18,22.94
3755,1.96,5.99,22.94
3756,1.75,5.34,22.94
3757,4.42,13.49,22.94
3758,2.45,7.48,22.94
3759,1.68,5.11,22.94
3760,3.38,10.30,22.94
3761,3.67,11.20,22.94
3762,2.25,6.86,22.94
3763,2.17,6.60,22.94
3764,4.60,14.03,22.87
3765,3.16,9.64,22.94
3766,3.55,10.82,22.94
3767,3.13,9.56,22.87
3768,1.02,3.10,22.94
3769,1.85,5.65,22.94
3770,2.93,8.93,22.94
3771,2.54,7.74,22.94
3772,4.81,14.68,22.94
3773,2.38,7.26,22.94
3774,3.20,9.76,22.94
3775,1.14,3.49,22.94
3776,1.44,4.38,22.87
3777,1.39,4.23,22.87
3778,1.81,5.52,22.87
3779,1.54,4.71,22.87
3780,3.59,10.96,22.87
3781,4.28,13.04,22.87
3782,2.57,7.83,22.87
3783,2.53,7.71,22.87
3784,1.43,4.35,22.87
3785,2.56,7.81,22.87
3786,2.61,7.98,22.87
3787,2.15,6.56,22.87
3788,2.13,6.50,22.87
3789,3.85,11.73,22.87
3790,2.49,7.60,22.87
3791,3.53,10.76,22.87
3792,3.10,9.47,22.87
3793,0.94,2.86,22.87
3794,1.79,5.46,22.87
3795,2.17,6.62,22.87
3796,2.55,7.78,22.87
3797,2.50,7.63,22.87
3798,3.02,9.20,22.87
3799,2.54,7.74,22.87
3800,2.50,7.63,22.87
3801,2.61,7.96,22.87
3802,2.03,6.20,22.87
3803,4.74,14.45,22.87
3804,2.40,7.33,22.87
3805,2.34,7.13,22.87
3806,4.07,12.42,22.87
3807,2.97,9.06,22.87
3808,2.71,8.27,22.87
3809,3.75,11.45,22.87
3810,2.48,7.56,22.87
3811,1.97,6.02,22.87
3812,2.80,8.53,22.87
3813,0.97,2.97,22.87
3814,1.46,4.46,22.87
3815,2.37,7.23,22.87
3816,3.56,10.85,22.87
3817,2.37,7.22,22.87
3818,3.91,11.94,22.87
3819,2.32,7.07,22.87
3820,3.00,9.15,22.87
3821,3.52,10.75,22.87
3822,2.66,8.11,22.87
3823,4.13,12.60,22.87
3824,3.78,11.52,22.87
3825,0.93,2.83,22.87
3826,1.57,4.80,22.87
3827,4.74,14.45,22.87
3828,1.99,6.08,22.87
3829,1.59,4.86,22.87
3830,1.05,3.19,22.87
3831,3.78,11.52,22.87
3832,2.98,9.09,22.87
3833,2.23,6.81,22.87
3834,4.54,13.85,22.87
3835,1.76,5.38,22.87
3836,1.59,4.86,22.87
3837,2.83,8.63,22.87
3838,1.97,6.02,22.87
3839,2.03,6.20,22.87
3840,4.45,13.58,22.87
3841,1.99,6.08,22.87
3842,2.36,7.19,22.87
3843,4.57,13.95,22.87
3844,1.57,4.80,22.87
3845,3.55,10.82,22.87
3846,4.60,14.03,22.87
3847,3.33,10.17,22.87
3848,2.48,7.56,22.87
3849,4.71,14.36,22.87
3850,4.37,13.34,22.87
3851,3.34,10.20,22.87
3852,3.50,10.67,22.87
3853,3.35,10.23,22.87
3854,3.40,10.36,22.87
3855,1.24,3.79,22.87
3856,3.10,9.47,22.87
3857,3.34,10.18,22.87
3858,4.32,13.16,22.87
3859,2.50,7.63,22.87
3860,2.23,6.80,22.87
3861,4.27,13.01,22.87
3862,2.75,8.38,22.87
3863,2.43,7.42,22.87
3864,3.18,9.70,22.87
3865,2.48,7.56,22.87
3866,2.43,7.42,22.87
3867,2.69,8.20,22.87
3868,2.50,7.63,22.87
3869,2.51,7.66,22.87
3870,2.43,7.42,22.87
3871,2.73,8.32,22.87
3872,2.48,7.57,22.87
3873,2.44,7.44,22.87
3874,2.47,7.53,22.87
3875,2.40,7.33,22.87
3876,3.14,9.59,22.87
3877,2.92,8.91,22.87
3878,2.18,6.66,22.87
3879,4.81,14.67,22.87
3880,1.34,4.10,22.87
3881,2.64,8.06,22.87
3882,2.75,8.39,22.87
3883,2.02,6.17,22.87
3884,2.49,7.59,22.87
3885,2.66,8.12,22.87
3886,1.52,4.62,22.87
3887,2.51,7.66,22.87
3888,1.46,4.46,22.87
3889,2.55,7.77,22.87
3890,2.41,7.36,22.87
3891,2.70,8.23,22.87
3892,4.00,12.21,22.87
3893,2.42,7.38,22.87
3894,2.23,6.81,22.87
3895,2.51,7.65,22.87
3896,2.16,6.59,22.87
3897,3.42,10.42,22.87
3898,2.91,8.88,22.87
3899,2.81,8.57,22.87
3900,2.36,7.19,22.87
3901,2.45,7.48,22.87
3902,1.53,4.68,22.87
3903,3.51,10.70,22.87
3904,1.65,5.02,22.87
3905,2.52,7.68,22.87
3906,2.99,9.11,22.87
3907,1.37,4.19,22.87
3908,1.14,3.49,22.87
3909,2.51,7.66,22.87
3910,0.65,1.98,22.87
3911,2.46,7.51,22.87
3912,4.29,13.09,22.87
3913,2.78,8.48,22.87
3914,3.50,10.69,22.87
3915,1.77,5.40,22.87
3916,3.47,10.58,22.87
3917,1.46,4.44,22.87
3918,2.64,8.05,22.87
3919,3.97,12.10,22.87
3920,1.23,3.74,22.87
3921,2.39,7.29,22.87
3922,3.02,9.21,22.81
3923,0.96,2.92,22.81
3924,2.42,7.39,22.81
3925,2.38,7.24,22.81
3926,2.88,8.78,22.87
3927,2.42,7.39,22.81
3928,2.44,7.44,22.81
3929,1.69,5.14,22.87
3930,1.82,5.55,22.81
3931,2.50,7.62,22.81
3932,2.18,6.65,22.81
3933,4.45,13.57,22.81
3934,2.93,8.94,22.81
3935,1.00,3.06,22.81
3936,4.35,13.27,22.81
3937,2.49,7.59,22.81
3938,2.36,7.20,22.81
3939,4.03,12.28,22.81
3940,0.63,1.92,22.81
3941,2.74,8.35,22.81
3942,2.44,7.44,22.81
3943,0.54,1.65,22.81
3944,3.46,10.54,22.81
3945,3.33,10.15,22.81
3946,4.73,14.43,22.81
3947,2.77,8.45,22.81
3948,1.43,4.35,22.81
3949,4.27,13.01,22.81
3950,2.41,7.36,22.81
3951,4.07,12.42,22.81
3952,4.15,12.66,22.81
3953,3.02,9.20,22.81
3954,2.67,8.15,22.81
3955,3.92,11.97,22.81
3956,1.28,3.89,22.81
3957,2.56,7.80,22.81
3958,4.37,13.34,22.81
3959,3.55,10.82,22.81
3960,3.44,10.48,22.81
3961,3.03,9.23,22.81
3962,3.45,10.51,22.81
3963,4.17,12.73,22.81
3964,2.67,8.15,22.81
3965,3.36,10.26,22.81
3966,1.14,3.47,22.81
3967,1.58,4.82,22.81
3968,4.21,12.85,22.81
3969,3.36,10.24,22.81
3970,2.46,7.50,22.81
3971,2.37,7.22,22.81
3972,2.28,6.95,22.81
3973,2.55,7.77,22.81
3974,3.08,9.41,22.81
3975,2.31,7.04,22.81
3976,2.71,8.26,22.81
3977,2.38,7.26,22.81
3978,3.63,11.06,22.81
3979,3.36,10.24,22.81
3980,2.96,9.02,22.81
3981,2.41,7.35,22.81
3982,1.54,4.70,22.81
3983,2.63,8.02,22.81
3984,3.48,10.61,22.81
3985,3.03,9.24,22.81
3986,3.70,11.28,22.81
3987,2.46,7.50,22.81
3988,1.95,5.93,22.81
3989,2.37,7.23,22.81
3990,4.30,13.12,22.81
3991,2.43,7.41,22.81
3992,2.62,8.01,22.81
3993,3.23,9.84,22.81
3994,2.38,7.26,22.81
3995,2.23,6.81,22.81
3996,3.23,9.84,22.81
3997,4.57,13.94,22.81
3998,1.17,3.56,22.81
3999,2.43,7.41,22.75
4000,3.05,9.32,22.81
4001,1.02,3.12,22.81
4002,1.17,3.58,22.75
4003,3.33,10.15,22.81
4004,1.69,5.16,22.75
4005,0.90,2.74,22.75
4006,2.68,8.18,22.75
4007,1.43,4.37,22.75
4008,4.70,14.34,22.75
4009,1.33,4.07,22.75
4010,3.52,10.75,22.75
4011,1.57,4.80,22.75
4012,1.75,5.34,22.75
4013,3.99,12.16,22.75
4014,2.32,7.07,22.75
4015,4.30,13.12,22.75
4016,2.56,7.81,22.75
4017,2.72,8.29,22.75
4018,2.68,8.17,22.75
4019,3.26,9.94,22.75
4020,3.56,10.87,22.75
4021,3.29,10.05,22.75
4022,3.09,9.44,22.75
4023,2.50,7.62,22.75
4024,2.43,7.41,22.75
4025,2.16,6.59,22.75
4026,2.31,7.04,22.75
4027,1.38,4.22,22.75
4028,3.73,11.39,22.75
4029,1.76,5.37,22.75
4030,0.87,2.67,22.75
4031,3.97,12.10,22.75
4032,2.57,7.83,22.75
4033,1.72,5.23,22.75
4034,2.88,8.78,22.75
4035,4.02,12.25,22.75
4036,1.70,5.17,22.75
4037,1.87,5.69,22.75
4038,3.14,9.59,22.75
4039,1.34,4.10,22.75
4040,2.46,7.50,22.75
4041,2.01,6.13,22.75
4042,1.62,4.93,22.75
4043,2.02,6.16,22.75
4044,3.85,11.73,22.75
4045,2.15,6.54,22.75
4046,3.44,10.49,22.75
4047,3.57,10.90,22.69
4048,2.12,6.47,22.69
4049,1.70,5.17,22.75
4050,3.86,11.76,22.75
4051,1.35,4.13,22.75
4052,2.12,6.45,22.69
4053,2.63,8.02,22.75
4054,4.57,13.94,22.75
4055,1.24,3.79,22.69
4056,4.16,12.70,22.75
4057,2.97,9.06,22.69
4058,1.38,4.20,22.75
4059,2.09,6.37,22.69
4060,2.79,8.51,22.75
4061,3.48,10.63,22.75
4062,4.45,13.58,22.69
4063,2.27,6.93,22.75
4064,1.89,5.75,22.69
4065,1.30,3.97,22.75
4066,1.87,5.71,22.69
4067,3.22,9.81,22.75
4068,4.79,14.61,22.75
4069,2.92,8.91,22.75
4070,1.87,5.69,22.69
4071,2.36,7.19,22.69
4072,2.25,6.86,22.69
4073,1.92,5.86,22.69
4074,2.78,8.47,22.69
4075,2.16,6.57,22.69
4076,2.31,7.04,22.69
4077,2.30,7.02,22.69
4078,2.26,6.89,22.69
4079,2.21,6.75,22.69
4080,2.04,6.22,22.69
4081,2.31,7.04,22.69
4082,2.37,7.22,22.69
4083,2.46,7.50,22.69
4084,2.38,7.26,22.69
4085,3.23,9.85,22.69
4086,2.35,7.17,22.69
4087,2.57,7.84,22.69
4088,2.15,6.56,22.69
4089,2.23,6.80,22.69
4090,3.64,11.09,22.69
4091,2.81,8.57,22.69
4092,1.47,4.49,22.69
4093,2.28,6.96,22.69
4094,1.30,3.98,22.69
4095,1.93,5.89,22.69
4096,3.15,9.60,22.69
4097,2.20,6.72,22.69
4098,1.17,3.56,22.69
4099,3.30,10.08,22.75
4100,3.22,9.82,22.69
4101,2.91,8.88,22.75
4102,2.22,6.78,22.69
4103,2.97,9.05,22.69
4104,2.26,6.89,22.69
4105,4.20,12.82,22.75
4106,2.32,7.07,22.75
4107,2.25,6.87,22.75
4108,3.40,10.38,22.75
4109,2.99,9.11,22.75
4110,3.21,9.79,22.75
