Seria pomiarowa: 0
Godzina poczatkowa: 6:00, Godzina koncowa: 20:00
Dzielnik, Panel, Temperatura, Czas [s]
4558,1.13,3.46,22.56
4559,3.48,10.63,22.56
4560,2.16,6.57,22.56
4561,1.75,5.34,22.56
4562,2.26,6.89,22.56
4563,3.73,11.39,22.56
4564,2.50,7.63,22.56
4565,2.40,7.33,22.56
4566,3.52,10.75,22.56
4567,1.91,5.81,22.56
4568,1.85,5.65,22.56
4569,1.92,5.86,22.56
4570,1.96,5.99,22.56
4571,1.79,5.47,22.56
4572,1.85,5.65,22.56
4573,2.09,6.38,22.56
4574,1.61,4.92,22.56
4575,1.96,5.99,22.56
4576,4.10,12.51,22.56
4577,1.85,5.65,22.56
4578,2.46,7.51,22.56
4579,1.97,6.01,22.56
4580,1.88,5.74,22.56
4581,0.89,2.71,22.56
4582,2.22,6.78,22.56
4583,1.85,5.65,22.56
4584,1.47,4.47,22.56
4585,4.81,14.68,22.56
4586,1.03,3.15,22.56
4587,1.95,5.93,22.56
4588,2.78,8.48,22.56
4589,1.78,5.44,22.56
4590,0.98,2.98,22.56
4591,3.58,10.91,22.56
4592,1.64,4.99,22.56
4593,1.69,5.14,22.56
4594,1.49,4.53,22.56
4595,1.38,4.22,22.56
4596,3.35,10.23,22.56
4597,1.94,5.90,22.56
4598,1.86,5.68,22.56
4599,2.57,7.84,22.56
4600,2.90,8.85,22.56
4601,3.06,9.33,22.56
4602,3.33,10.15,22.56
4603,1.40,4.26,22.56
4604,2.55,7.78,22.56
4605,2.04,6.23,22.56
4606,1.92,5.86,22.56
4607,1.85,5.65,22.56
4608,1.81,5.53,22.56
4609,1.92,5.86,22.56
4610,0.90,2.74,22.56
4611,3.43,10.45,22.56
4612,1.81,5.52,22.56
4613,1.94,5.90,22.56
4614,2.01,6.13,22.56
4615,1.62,4.95,22.56
4616,2.72,8.30,22.56
4617,4.78,14.58,22.56
4618,0.99,3.01,22.56
4619,1.90,5.78,22.56
4620,1.93,5.87,22.56
4621,2.66,8.12,22.56
4622,4.67,14.24,22.56
4623,2.79,8.50,22.56
4624,3.94,12.03,22.56
4625,3.19,9.72,22.56
4626,2.42,7.38,22.56
4627,1.94,5.90,22.56
4628,1.78,5.44,22.56
4629,1.36,4.16,22.56
4630,2.05,6.26,22.56
4631,3.16,9.63,22.56
4632,0.90,2.74,22.56
4633,0.95,2.89,22.56
4634,2.64,8.05,22.56
4635,3.92,11.97,22.56
4636,4.47,13.64,22.56
4637,1.76,5.37,22.56
4638,0.86,2.62,22.56
4639,1.79,5.47,22.56
4640,1.29,3.92,22.56
4641,4.29,13.09,22.56
4642,2.05,6.25,22.56
4643,3.17,9.67,22.56
4644,0.94,2.86,22.56
4645,2.87,8.77,22.56
4646,1.77,5.40,22.56
4647,1.87,5.69,22.56
4648,1.85,5.65,22.56
4649,1.70,5.19,22.56
4650,1.83,5.59,22.56
4651,1.88,5.72,22.56
4652,2.43,7.42,22.56
4653,1.39,4.23,22.56
4654,2.17,6.63,22.56
4655,1.93,5.87,22.56
4656,0.57,1.73,22.56
4657,1.88,5.74,22.56
4658,0.94,2.86,22.56
4659,3.08,9.39,22.56
4660,3.63,11.06,22.56
4661,2.74,8.35,22.56
4662,2.88,8.80,22.56
4663,3.76,11.48,22.56
4664,3.60,10.99,22.56
4665,4.51,13.74,22.56
4666,0.97,2.97,22.56
4667,4.32,13.16,22.56
4668,0.53,1.61,22.56
4669,3.08,9.39,22.56
4670,2.20,6.72,22.56
4671,1.85,5.65,22.56
4672,1.01,3.07,22.56
4673,4.35,13.28,22.56
4674,2.65,8.09,22.56
4675,4.98,15.19,22.56
4676,1.77,5.40,22.56
4677,2.18,6.66,22.56
4678,1.97,6.02,22.56
4679,1.84,5.62,22.56
4680,1.59,4.86,22.56
4681,3.94,12.03,22.56
4682,2.93,8.93,22.56
4683,1.67,5.10,22.56
4684,3.15,9.60,22.56
4685,1.73,5.26,22.56
4686,3.55,10.84,22.56
4687,2.41,7.35,22.62
4688,2.41,7.36,22.62
4689,1.83,5.58,22.62
4690,1.72,5.23,22.62
4691,4.95,15.09,22.62
4692,1.92,5.84,22.62
4693,1.33,4.05,22.62
4694,1.71,5.22,22.62
4695,1.64,4.99,22.62
4696,1.88,5.74,22.62
4697,3.92,11.96,22.62
4698,1.57,4.79,22.62
4699,4.70,14.34,22.62
4700,1.97,6.02,22.62
4701,4.57,13.92,22.62
4702,1.10,3.35,22.62
4703,1.70,5.19,22.62
4704,1.21,3.70,22.62
4705,2.91,8.88,22.62
4706,4.88,14.88,22.62
4707,3.03,9.24,22.62
4708,0.59,1.80,22.62
4709,4.20,12.82,22.62
4710,4.72,14.39,22.62
4711,1.80,5.49,22.62
4712,1.56,4.77,22.62
4713,1.49,4.55,22.62
4714,2.47,7.54,22.62
4715,1.95,5.93,22.62
4716,2.55,7.77,22.62
4717,1.90,5.78,22.62
4718,1.25,3.80,22.62
4719,4.39,13.40,22.62
4720,3.35,10.21,22.62
4721,1.76,5.38,22.62
4722,1.78,5.43,22.56
4723,1.74,5.29,22.62
4724,2.23,6.81,22.62
4725,2.85,8.69,22.62
4726,0.71,2.16,22.56
4727,3.22,9.81,22.56
4728,1.74,5.29,22.56
4729,1.29,3.94,22.62
4730,1.69,5.16,22.62
4731,1.73,5.28,22.62
4732,1.38,4.20,22.56
4733,1.21,3.70,22.62
4734,2.21,6.75,22.62
4735,2.68,8.18,22.62
4736,2.03,6.20,22.62
4737,4.45,13.57,22.62
4738,2.29,6.98,22.62
4739,0.90,2.74,22.56
4740,3.22,9.81,22.56
4741,1.86,5.68,22.56
4742,4.00,12.21,22.62
4743,1.64,4.99,22.62
4744,1.76,5.37,22.62
4745,4.41,13.46,22.62
4746,2.53,7.72,22.62
4747,1.88,5.74,22.62
4748,4.04,12.33,22.62
4749,0.75,2.30,22.56
4750,2.43,7.42,22.62
4751,1.68,5.13,22.62
4752,1.92,5.84,22.62
4753,1.23,3.76,22.62
4754,2.32,7.07,22.62
4755,3.75,11.45,22.62
4756,1.60,4.89,22.62
4757,3.09,9.44,22.62
4758,2.51,7.65,22.62
4759,2.37,7.22,22.62
4760,3.09,9.44,22.62
4761,4.55,13.88,22.62
4762,3.40,10.38,22.62
4763,1.73,5.28,22.62
4764,1.74,5.31,22.62
4765,0.65,1.97,22.62
4766,0.69,2.10,22.62
4767,4.78,14.59,22.56
4768,2.75,8.38,22.56
4769,0.35,1.06,22.56
4770,3.01,9.17,22.56
4771,1.76,5.37,22.62
4772,2.86,8.74,22.62
4773,3.01,9.18,22.62
4774,1.52,4.65,22.56
4775,3.53,10.76,22.62
4776,4.05,12.36,22.62
4777,2.57,7.84,22.62
4778,4.73,14.42,22.62
4779,1.83,5.58,22.62
4780,4.13,12.61,22.62
4781,3.66,11.15,22.62
4782,1.48,4.50,22.62
4783,1.66,5.07,22.62
4784,2.28,6.96,22.62
4785,1.53,4.68,22.62
4786,2.77,8.44,22.62
4787,1.37,4.19,22.62
4788,1.88,5.74,22.62
4789,1.46,4.46,22.62
4790,1.58,4.83,22.62
4791,0.31,0.94,22.62
4792,4.34,13.22,22.62
4793,2.61,7.98,22.62
4794,2.64,8.06,22.62
4795,2.75,8.39,22.62
4796,3.06,9.35,22.62
4797,3.92,11.97,22.62
4798,1.80,5.49,22.62
4799,1.54,4.71,22.62
4800,2.65,8.09,22.62
4801,1.52,4.64,22.62
4802,2.27,6.93,22.62
4803,3.04,9.27,22.62
4804,3.55,10.82,22.62
4805,0.86,2.62,22.62
4806,0.78,2.39,22.62
4807,1.02,3.12,22.62
4808,0.87,2.67,22.62
4809,3.87,11.79,22.62
4810,2.74,8.35,22.62
4811,2.00,6.11,22.62
4812,3.58,10.91,22.62
4813,1.97,6.01,22.62
4814,4.14,12.63,22.62
4815,3.69,11.25,22.62
4816,1.57,4.80,22.62
4817,2.06,6.29,22.62
4818,1.68,5.11,22.62
4819,0.81,2.47,22.62
4820,4.44,13.54,22.62
4821,1.76,5.37,22.62
4822,4.07,12.40,22.62
4823,2.38,7.24,22.62
4824,2.03,6.19,22.62
4825,3.43,10.46,22.62
4826,3.12,9.51,22.62
4827,3.00,9.15,22.62
4828,1.23,3.76,22.62
4829,4.71,14.37,22.62
4830,1.29,3.92,22.62
4831,0.87,2.64,22.62
4832,4.07,12.40,22.62
4833,2.62,8.01,22.62
4834,2.57,7.84,22.62
4835,3.74,11.40,22.62
4836,0.55,1.67,22.62
4837,4.44,13.55,22.62
4838,0.43,1.33,22.62
4839,3.24,9.87,22.62
4840,2.71,8.26,22.62
4841,1.41,4.29,22.62
4842,2.05,6.25,22.62
4843,1.04,3.18,22.62
4844,1.42,4.32,22.62
4845,3.50,10.69,22.62
4846,2.65,8.09,22.62
4847,1.96,5.99,22.62
4848,4.29,13.07,22.62
4849,2.44,7.45,22.62
4850,1.57,4.80,22.62
4851,1.84,5.62,22.62
4852,2.25,6.86,22.62
4853,4.73,14.43,22.62
4854,3.77,11.51,22.62
4855,1.53,4.68,22.62
4856,0.97,2.95,22.62
4857,1.49,4.53,22.62
4858,2.80,8.53,22.62
4859,1.82,5.56,22.62
4860,2.62,7.99,22.62
4861,1.52,4.65,22.56
4862,1.06,3.23,22.62
4863,1.49,4.55,22.62
4864,1.49,4.53,22.56
4865,0.61,1.86,22.56
4866,3.49,10.64,22.56
4867,1.39,4.25,22.56
4868,3.39,10.33,22.62
4869,4.42,13.49,22.62
4870,2.36,7.19,22.56
4871,4.27,13.01,22.56
4872,4.81,14.67,22.62
4873,1.04,3.18,22.56
4874,0.89,2.71,22.56
4875,2.43,7.41,22.56
4876,1.67,5.10,22.56
4877,3.51,10.70,22.56
4878,2.33,7.10,22.56
4879,1.47,4.49,22.56
4880,3.79,11.57,22.56
4881,3.73,11.39,22.56
4882,1.04,3.16,22.56
4883,1.41,4.31,22.56
4884,1.71,5.20,22.56
4885,1.84,5.62,22.56
4886,1.79,5.46,22.56
4887,1.45,4.41,22.56
4888,1.38,4.22,22.56
4889,1.37,4.19,22.56
4890,1.64,5.01,22.56
4891,1.95,5.95,22.56
4892,1.44,4.40,22.56
4893,1.38,4.22,22.56
4894,1.66,5.05,22.56
4895,1.66,5.05,22.56
4896,1.51,4.59,22.56
4897,2.17,6.60,22.56
4898,1.54,4.70,22.56
4899,3.62,11.03,22.56
4900,2.53,7.72,22.56
4901,0.31,0.95,22.56
4902,2.26,6.89,22.56
4903,4.50,13.71,22.56
4904,4.83,14.73,22.56
4905,2.89,8.83,22.56
4906,1.73,5.28,22.56
4907,2.77,8.44,22.56
4908,2.59,7.90,22.56
4909,1.03,3.15,22.56
4910,1.25,3.80,22.56
4911,2.60,7.93,22.56
4912,2.88,8.78,22.56
4913,1.36,4.14,22.56
4914,1.60,4.87,22.56
4915,0.83,2.53,22.56
4916,1.34,4.10,22.56
4917,3.04,9.27,22.56
4918,1.45,4.41,22.56
4919,3.27,9.99,22.56
4920,2.86,8.74,22.56
4921,0.78,2.39,22.56
4922,0.23,0.70,22.56
4923,1.38,4.20,22.56
4924,1.39,4.25,22.56
4925,0.38,1.16,22.56
4926,1.06,3.23,22.56
4927,1.22,3.71,22.56
4928,3.45,10.51,22.50
4929,2.70,8.23,22.50
4930,4.67,14.25,22.50
4931,0.60,1.82,22.50
4932,3.01,9.18,22.50
4933,4.57,13.92,22.50
4934,0.61,1.85,22.50
4935,3.56,10.87,22.50
4936,1.29,3.92,22.50
4937,0.76,2.31,22.50
4938,3.58,10.93,22.50
4939,1.36,4.14,22.50
4940,1.42,4.34,22.50
4941,3.63,11.06,22.50
4942,0.49,1.49,22.50
4943,1.28,3.91,22.50
4944,2.89,8.83,22.50
4945,3.00,9.14,22.50
4946,1.07,3.26,22.50
4947,1.31,4.01,22.50
4948,0.70,2.13,22.50
4949,2.06,6.28,22.50
4950,2.21,6.75,22.50
4951,1.36,4.14,22.50
4952,2.90,8.84,22.50
4953,1.96,5.98,22.50
4954,4.24,12.94,22.50
4955,0.65,1.98,22.50
4956,2.15,6.54,22.50
4957,2.57,7.83,22.50
4958,2.82,8.59,22.50
4959,1.54,4.70,22.50
4960,3.11,9.48,22.50
4961,0.31,0.94,22.50
4962,1.75,5.35,22.50
4963,2.62,8.01,22.50
4964,2.86,8.74,22.50
4965,4.56,13.89,22.50
4966,1.58,4.83,22.50
4967,2.56,7.80,22.50
4968,1.52,4.62,22.50
4969,4.81,14.68,22.50
4970,2.20,6.72,22.50
4971,3.93,11.99,22.50
4972,4.39,13.39,22.50
4973,1.30,3.98,22.50
4974,1.61,4.92,22.50
4975,1.49,4.53,22.50
4976,1.84,5.61,22.50
4977,4.58,13.97,22.50
4978,1.19,3.62,22.50
4979,1.32,4.04,22.50
4980,1.15,3.50,22.50
4981,5.00,15.25,22.50
4982,1.30,3.98,22.50
4983,2.37,7.22,22.50
4984,3.71,11.33,22.50
4985,1.53,4.67,22.50
4986,2.20,6.72,22.50
4987,2.01,6.14,22.50
4988,3.48,10.63,22.50
4989,4.66,14.21,22.50
4990,1.26,3.85,22.50
4991,1.16,3.55,22.50
4992,0.79,2.41,22.50
4993,3.70,11.30,22.50
4994,3.48,10.60,22.50
4995,1.28,3.91,22.50
4996,4.18,12.76,22.50
4997,1.19,3.62,22.50
4998,2.41,7.35,22.50
4999,3.47,10.58,22.50
5000,1.15,3.50,22.50
5001,1.26,3.83,22.50
5002,4.20,12.81,22.50
5003,2.80,8.54,22.50
5004,2.01,6.14,22.50
5005,3.34,10.18,22.50
5006,1.53,4.68,22.50
5007,0.76,2.31,22.50
5008,0.85,2.58,22.56
5009,0.95,2.91,22.50
5010,1.32,4.04,22.50
5011,4.00,12.21,22.56
5012,1.12,3.43,22.56
5013,1.43,4.35,22.56
5014,4.43,13.52,22.56
5015,3.44,10.48,22.56
5016,1.23,3.76,22.50
5017,2.90,8.84,22.56
5018,4.57,13.92,22.56
5019,1.86,5.66,22.50
5020,4.02,12.27,22.56
5021,1.20,3.67,22.50
5022,1.11,3.40,22.50
5023,1.16,3.55,22.50
5024,1.18,3.61,22.56
5025,1.24,3.79,22.56
5026,2.30,7.02,22.56
5027,1.19,3.62,22.56
5028,1.02,3.10,22.56
5029,1.10,3.37,22.56
5030,0.58,1.77,22.56
5031,2.18,6.65,22.56
5032,1.44,4.38,22.56
5033,4.56,13.89,22.56
5034,1.75,5.35,22.56
5035,3.63,11.08,22.56
5036,3.03,9.23,22.56
5037,2.29,6.99,22.56
5038,1.04,3.16,22.56
5039,4.32,13.18,22.56
5040,1.88,5.72,22.56
5041,1.45,4.43,22.56
5042,1.47,4.49,22.62
5043,1.71,5.22,22.62
5044,2.13,6.50,22.62
5045,2.31,7.04,22.62
5046,0.21,0.63,22.62
5047,3.73,11.37,22.62
5048,3.08,9.39,22.62
5049,0.86,2.61,22.62
5050,3.03,9.24,22.62
5051,3.51,10.70,22.62
5052,4.34,13.22,22.62
5053,1.80,5.50,22.62
5054,2.15,6.56,22.62
5055,3.70,11.30,22.62
5056,1.34,4.08,22.69
5057,2.20,6.72,22.62
5058,4.78,14.59,22.69
5059,3.70,11.27,22.69
5060,1.72,5.23,22.69
5061,4.15,12.67,22.69
5062,2.25,6.87,22.69
5063,1.12,3.43,22.69
5064,1.01,3.07,22.69
5065,1.17,3.56,22.69
5066,3.24,9.88,22.69
5067,1.73,5.26,22.69
5068,1.86,5.66,22.69
5069,0.45,1.37,22.69
5070,2.83,8.65,22.69
5071,1.66,5.05,22.69
5072,3.70,11.27,22.69
5073,2.33,7.11,22.69
5074,1.76,5.38,22.69
5075,1.71,5.22,22.69
5076,0.45,1.37,22.69
5077,4.44,13.54,22.69
5078,4.77,14.53,22.69
5079,1.44,4.40,22.69
5080,1.31,4.01,22.69
5081,3.81,11.61,22.69
5082,1.09,3.34,22.69
5083,1.34,4.10,22.75
5084,2.28,6.96,22.75
5085,2.96,9.02,22.75
5086,1.10,3.37,22.75
5087,1.07,3.25,22.75
5088,3.22,9.81,22.75
5089,2.86,8.74,22.75
5090,0.87,2.65,22.75
5091,4.45,13.57,22.75
5092,1.54,4.70,22.75
5093,1.70,5.19,22.75
5094,0.91,2.79,22.75
5095,1.54,4.70,22.75
5096,1.49,4.53,22.75
5097,1.58,4.82,22.75
5098,0.89,2.73,22.75
5099,4.40,13.42,22.75
5100,1.80,5.50,22.75
5101,3.46,10.55,22.75
5102,4.04,12.31,22.75
5103,1.86,5.66,22.75
5104,3.11,9.50,22.75
5105,0.31,0.94,22.75
5106,1.57,4.80,22.75
5107,2.81,8.56,22.75
5108,1.62,4.93,22.75
5109,4.26,13.00,22.75
5110,1.93,5.89,22.75
5111,0.18,0.54,22.75
5112,1.89,5.77,22.75
5113,0.94,2.86,22.75
5114,1.02,3.12,22.75
5115,1.33,4.07,22.75
5116,0.93,2.85,22.75
5117,1.76,5.38,22.75
5118,3.43,10.45,22.75
5119,4.61,14.06,22.75
5120,0.91,2.79,22.75
5121,4.85,14.79,22.75
5122,1.49,4.53,22.75
5123,2.32,7.07,22.75
5124,1.42,4.32,22.75
5125,4.01,12.22,22.75
5126,3.28,10.00,22.75
5127,0.92,2.82,22.75
5128,4.79,14.61,22.75
5129,2.72,8.29,22.75
5130,1.95,5.93,22.75
5131,3.80,11.58,22.75
5132,4.52,13.79,22.75
5133,1.86,5.68,22.75
5134,1.21,3.68,22.75
5135,2.43,7.41,22.75
5136,0.78,2.39,22.75
5137,4.55,13.88,22.75
5138,1.10,3.37,22.75
5139,0.50,1.54,22.75
5140,2.15,6.56,22.75
5141,1.57,4.80,22.75
5142,2.31,7.05,22.75
5143,2.68,8.17,22.75
5144,1.72,5.23,22.75
5145,3.99,12.18,22.81
5146,1.02,3.10,22.81
5147,3.15,9.62,22.81
5148,3.19,9.73,22.81
5149,1.85,5.65,22.81
5150,2.78,8.48,22.81
5151,2.64,8.06,22.81
5152,4.27,13.01,22.81
5153,1.93,5.89,22.81
5154,0.97,2.95,22.81
5155,0.88,2.70,22.81
5156,2.86,8.72,22.81
5157,3.11,9.50,22.81
5158,1.09,3.31,22.81
5159,2.22,6.77,22.81
5160,1.02,3.12,22.81
5161,0.37,1.13,22.81
5162,0.82,2.49,22.81
5163,0.93,2.83,22.81
5164,0.90,2.74,22.81
5165,0.59,1.80,22.81
5166,2.58,7.86,22.81
5167,3.80,11.58,22.81
5168,0.95,2.89,22.81
5169,0.84,2.55,22.81
5170,1.02,3.12,22.81
5171,4.06,12.37,22.81
5172,0.84,2.55,22.81
5173,1.20,3.65,22.81
5174,0.85,2.58,22.81
5175,0.83,2.53,22.81
5176,2.54,7.74,22.81
5177,0.81,2.46,22.81
5178,3.76,11.46,22.87
5179,0.82,2.50,22.87
5180,2.31,7.04,22.87
5181,2.08,6.35,22.87
5182,2.83,8.62,22.87
5183,3.02,9.20,22.87
5184,1.66,5.07,22.87
5185,2.03,6.20,22.87
5186,4.81,14.67,22.87
5187,0.83,2.53,22.87
5188,2.79,8.50,22.87
5189,2.26,6.90,22.87
5190,0.83,2.53,22.87
5191,1.10,3.37,22.87
5192,4.64,14.16,22.87
5193,0.79,2.41,22.87
5194,0.46,1.40,22.87
5195,3.83,11.67,22.87
5196,1.16,3.55,22.87
5197,0.25,0.76,22.87
5198,2.44,7.44,22.87
5199,3.58,10.91,22.87
5200,1.34,4.10,22.87
5201,1.05,3.19,22.87
5202,3.25,9.91,22.87
5203,1.87,5.69,22.87
5204,1.42,4.34,22.87
5205,2.27,6.93,22.87
5206,1.64,5.01,22.87
5207,0.57,1.74,22.87
5208,3.22,9.81,22.87
5209,3.52,10.75,22.87
5210,1.28,3.89,22.87
5211,2.79,8.50,22.87
5212,2.71,8.27,22.87
5213,1.85,5.65,22.87
5214,2.72,8.29,22.87
5215,3.15,9.60,22.81
5216,3.30,10.08,22.81
5217,0.79,2.40,22.81
5218,2.48,7.57,22.81
5219,1.58,4.83,22.81
5220,0.83,2.53,22.81
5221,1.40,4.28,22.81
5222,0.90,2.76,22.81
5223,0.68,2.07,22.81
5224,0.83,2.53,22.81
5225,0.90,2.74,22.81
5226,0.77,2.34,22.81
5227,0.95,2.91,22.81
5228,0.82,2.49,22.81
5229,3.14,9.59,22.81
5230,0.77,2.36,22.81
5231,4.45,13.58,22.81
5232,0.82,2.49,22.81
5233,1.03,3.15,22.87
5234,1.03,3.15,22.81
5235,2.03,6.20,22.81
5236,0.95,2.89,22.81
5237,0.21,0.63,22.81
5238,0.79,2.40,22.87
5239,1.23,3.76,22.87
5240,1.30,3.97,22.87
5241,1.77,5.41,22.87
5242,3.25,9.91,22.87
5243,3.16,9.63,22.87
5244,2.18,6.66,22.87
5245,1.34,4.10,22.87
5246,2.27,6.93,22.87
5247,3.43,10.45,22.87
5248,1.36,4.16,22.87
5249,4.13,12.58,22.87
5250,4.18,12.76,22.87
5251,2.22,6.77,22.87
5252,2.53,7.72,22.87
5253,1.34,4.10,22.87
5254,1.64,4.99,22.87
5255,2.00,6.11,22.87
5256,2.70,8.24,22.87
5257,3.18,9.70,22.87
5258,2.30,7.02,22.87
5259,4.40,13.42,22.87
5260,1.74,5.29,22.87
5261,2.56,7.80,22.87
5262,3.86,11.76,22.87
5263,2.18,6.65,22.87
5264,2.19,6.68,22.87
5265,4.89,14.92,22.87
5266,1.38,4.22,22.87
5267,4.14,12.63,22.87
5268,4.07,12.40,22.87
5269,2.34,7.14,22.87
5270,2.76,8.41,22.87
5271,1.28,3.91,22.87
5272,0.78,2.37,22.87
5273,2.34,7.14,22.87
5274,1.98,6.05,22.87
5275,2.27,6.92,22.87
5276,1.91,5.81,22.87
5277,0.79,2.41,22.87
5278,3.61,11.02,22.87
5279,2.30,7.01,22.87
5280,3.22,9.82,22.87
5281,1.50,4.56,22.87
5282,4.03,12.30,22.87
5283,1.56,4.76,22.87
5284,0.83,2.53,22.87
5285,2.11,6.44,22.87
5286,0.50,1.54,22.87
5287,4.28,13.04,22.87
5288,0.77,2.36,22.87
5289,0.75,2.28,22.87
5290,0.85,2.58,22.94
5291,2.80,8.54,22.87
5292,0.71,2.16,22.94
5293,0.83,2.52,22.94
5294,0.53,1.62,22.94
5295,0.80,2.44,22.87
5296,2.45,7.48,22.94
5297,3.32,10.12,22.94
5298,0.81,2.46,22.94
5299,3.35,10.23,22.94
5300,2.28,6.95,22.94
5301,5.00,15.25,22.94
5302,2.79,8.50,22.94
5303,0.73,2.22,22.94
5304,0.71,2.16,22.94
5305,1.60,4.87,22.94
5306,0.74,2.25,22.94
5307,0.70,2.13,22.94
5308,1.92,5.86,22.94
5309,0.74,2.25,22.94
5310,0.71,2.16,22.94
5311,0.51,1.55,22.94
5312,2.83,8.62,22.94
5313,0.76,2.31,22.94
5314,2.86,8.72,22.94
5315,0.66,2.01,22.94
5316,2.03,6.20,22.94
5317,3.00,9.15,22.94
5318,2.42,7.38,22.94
5319,3.70,11.28,22.94
5320,1.50,4.58,22.94
5321,3.68,11.23,22.94
5322,2.86,8.74,22.94
5323,1.19,3.62,22.94
5324,4.33,13.21,22.94
5325,2.38,7.26,23.00
5326,4.83,14.73,22.94
5327,0.81,2.47,23.00
5328,0.68,2.07,23.00
5329,0.99,3.01,23.00
5330,1.93,5.87,23.00
5331,0.73,2.24,23.00
5332,1.60,4.89,23.00
5333,1.97,6.01,23.00
5334,0.72,2.19,23.00
5335,1.48,4.50,23.00
5336,1.72,5.25,23.00
5337,0.74,2.27,23.00
5338,0.31,0.94,23.00
5339,2.40,7.33,23.00
5340,2.20,6.72,23.00
5341,2.15,6.56,23.00
5342,0.71,2.16,23.00
5343,1.89,5.77,23.00
5344,0.98,3.00,23.00
5345,2.33,7.11,23.00
5346,1.27,3.88,23.00
5347,2.43,7.42,23.00
5348,0.80,2.43,23.00
5349,4.79,14.61,23.00
5350,0.70,2.15,23.00
5351,2.15,6.56,23.00
5352,0.79,2.40,23.00
5353,1.46,4.44,23.00
5354,3.48,10.63,23.00
5355,0.87,2.67,23.00
5356,2.33,7.11,23.00
5357,3.45,10.52,23.00
5358,2.58,7.87,23.00
5359,0.65,1.98,23.00
5360,2.48,7.56,23.00
5361,4.44,13.54,23.00
5362,1.30,3.98,23.00
5363,2.65,8.08,23.00
5364,0.87,2.67,23.00
5365,1.11,3.38,23.00
5366,2.04,6.22,23.00
5367,0.84,2.55,23.00
5368,2.61,7.96,23.00
5369,0.35,1.07,23.00
5370,2.08,6.34,23.00
5371,1.61,4.90,23.00
5372,2.09,6.37,23.00
5373,1.10,3.37,23.00
5374,1.77,5.40,23.00
5375,3.38,10.32,23.00
5376,0.75,2.28,23.00
5377,0.45,1.37,23.00
5378,3.72,11.34,23.00
5379,0.78,2.37,23.00
5380,0.65,2.00,23.00
5381,0.73,2.22,23.00
5382,0.80,2.43,23.00
5383,1.46,4.46,23.00
5384,1.95,5.93,23.00
5385,1.81,5.53,23.00
5386,2.78,8.47,23.00
5387,3.71,11.31,23.00
5388,1.01,3.09,23.00
5389,1.18,3.61,23.00
5390,2.15,6.54,23.00
5391,2.01,6.13,23.00
5392,1.50,4.58,23.00
5393,4.56,13.91,23.00
5394,4.57,13.95,23.00
5395,0.69,2.12,23.00
5396,2.66,8.11,23.00
5397,2.71,8.27,23.00
5398,2.38,7.26,23.00
5399,2.31,7.04,23.00
5400,0.85,2.58,22.94
5401,4.89,14.92,22.94
5402,1.35,4.11,22.94
5403,1.71,5.22,22.94
5404,2.92,8.91,22.94
5405,2.99,9.12,22.94
5406,3.55,10.82,22.94
5407,0.65,1.97,22.94
5408,0.75,2.28,22.94
5409,2.05,6.25,22.94
5410,0.65,1.98,22.94
5411,1.44,4.38,22.94
5412,0.50,1.52,22.94
5413,3.20,9.75,22.94
5414,3.97,12.12,22.94
5415,1.49,4.55,22.94
5416,1.32,4.02,22.94
5417,0.91,2.79,22.94
5418,4.81,14.68,22.94
5419,2.15,6.56,22.94
5420,0.76,2.31,22.94
5421,3.54,10.79,22.94
5422,4.96,15.13,22.94
5423,0.65,1.98,22.94
5424,3.27,9.97,22.87
5425,0.64,1.95,22.94
5426,1.87,5.69,22.94
5427,2.02,6.17,22.87
5428,3.40,10.36,22.87
5429,2.35,7.17,22.87
5430,4.09,12.46,22.94
5431,1.48,4.50,22.94
5432,1.23,3.74,22.94
5433,0.64,1.95,22.94
5434,1.79,5.47,22.94
5435,0.51,1.57,22.94
5436,4.86,14.82,22.94
5437,0.28,0.85,22.94
5438,2.05,6.26,22.94
5439,3.50,10.69,22.94
5440,0.22,0.66,22.94
5441,2.13,6.50,22.94
5442,3.11,9.50,22.94
5443,3.60,10.99,22.94
5444,3.15,9.60,22.94
5445,3.08,9.39,22.94
5446,2.24,6.83,22.94
5447,0.63,1.92,22.94
5448,0.76,2.31,22.94
5449,4.35,13.28,22.94
5450,3.86,11.78,23.00
5451,0.75,2.28,23.00
5452,3.65,11.14,23.00
5453,2.54,7.74,23.00
5454,3.08,9.39,23.00
5455,0.98,2.98,23.00
5456,4.10,12.51,23.00
5457,4.11,12.52,23.00
5458,2.99,9.12,23.00
5459,0.74,2.25,23.00
5460,0.68,2.09,22.94
5461,4.36,13.31,23.00
5462,0.62,1.89,23.00
5463,0.13,0.40,22.94
5464,1.60,4.87,23.00
5465,2.87,8.77,23.00
5466,4.71,14.37,22.94
5467,0.45,1.37,23.00
5468,1.57,4.80,23.00
5469,0.71,2.16,23.00
5470,1.42,4.34,23.00
5471,1.74,5.31,23.00
5472,0.76,2.33,23.00
5473,1.87,5.71,23.00
5474,4.33,13.21,23.00
5475,1.28,3.89,23.00
5476,3.48,10.63,23.00
5477,1.83,5.58,23.00
5478,2.27,6.92,23.00
5479,1.62,4.93,23.00
5480,1.76,5.38,23.00
5481,1.33,4.05,23.00
5482,0.60,1.82,23.00
5483,3.74,11.40,23.00
5484,2.43,7.42,23.00
5485,2.56,7.81,23.00
